text,id,date
"#Apsaraicecreams #CantGetOverIt #Appleevent #AppleBerry

Mumbai’s Premium Handcrafted Ice creams for a Premium Experience in your Budget!

Order Online: Swiggy, Zomato &amp; Uber Eats
https://t.co/7fAJHbqFHB
#HelloApsara 
Note: All Pictures shown are for illustration purpose only. https://t.co/1bTV9BAyWO",1173494546887364609#,Mon Sep 16 07:11:17 +0000 2019
"RT @krishnendra89: Willpower never goes out of fashion.
Somewhere in #Lucknow, @swiggy_in @Zomato @lucknow https://t.co/flmqyMP5mq",1173494447079714817#,Mon Sep 16 07:10:53 +0000 2019
"Onam, the festival stands for prosperity, progress and colorful celebration #Apsaraicecreams #CantGetOverIt #CoconutCravings #HappyOnam

Order Online: Swiggy, Zomato &amp; Uber Eats
https://t.co/7fAJHbqFHB
Note: All Pictures shown are for illustration purpose only. https://t.co/BnNWvODZV8",1173494383020101632#,Mon Sep 16 07:10:38 +0000 2019
"HANDs UP for our new store @ BHANDUP! #Cantgetoverit

#ApsaraIcecreams Mumbai's Premium Handcrafted Icecreams Since 1971 now open at Bhandup

Order Online: Swiggy, Zomato &amp; Uber Eats
https://t.co/7fAJHbqFHB

Note: All Pictures shown are for illustration purpose only. https://t.co/D4WUUnQUoa",1173494119798198273#,Mon Sep 16 07:09:35 +0000 2019
"RT @jackerhack: Swiggy doesn't deliver from Lavonne in Domlur, so I usually send Dunzo. Swiggy now has a competing service called Go, so I…",1173493724392804352#,Mon Sep 16 07:08:01 +0000 2019
@swiggy_in @SwiggyCares Its been 2 days since i reached out to you guys. All i see is false promises that someone will reach me and no one has reached me yet. Dont know how much long i have to wait to get you guys on call with me.,1173492687447527424#,Mon Sep 16 07:03:53 +0000 2019
"RT @jackerhack: Swiggy doesn't deliver from Lavonne in Domlur, so I usually send Dunzo. Swiggy now has a competing service called Go, so I…",1173492595550502912#,Mon Sep 16 07:03:31 +0000 2019
@SwiggyCares @swiggy_in Dear @swiggy_in https://t.co/7j55BVkLvq,1173492135892418560#,Mon Sep 16 07:01:42 +0000 2019
@ZomatoIN Ilove।  चिकन।     thanku। swiggy https://t.co/KsnMledkIa,1173491912872845313#,Mon Sep 16 07:00:49 +0000 2019
@DoC_GoI @GST_Council did you know swiggy charges commission on the GST amount collected by them. Is it not illegal?!??,1173491862583349248#,Mon Sep 16 07:00:37 +0000 2019
@swiggy_in do you’ll even check the delivery executive’s background before appointing him? He marked my order as delivered without doing so. Shame on you guys. Your app is facing some issue as well and no customer care number to call on.,1173491464103497728#,Mon Sep 16 06:59:02 +0000 2019
@SwiggyCares Lahari and @swiggy_in https://t.co/12dAUrXgX3,1173491434709610496#,Mon Sep 16 06:58:55 +0000 2019
"RT @Game__Changer__: గ్రామ వాలంటీర్ -కొరియర్ సర్వీస్ అని చులకన భావం గా చెప్పిన పవన్కళ్యాణ్

ఇటు గ్రామ వాలంటీర్స్ గా చేసేవాళ్ళని. DTDC లాంటి…",1173491262386659328#,Mon Sep 16 06:58:14 +0000 2019
@drifting_lost Thank you. Aap ne bol diya kaafi hai. sala ghoom fir k paneer  hi dikh raha hai swiggy k menu mei 😍,1173490876238008320#,Mon Sep 16 06:56:41 +0000 2019
"@LaviSingh @SwiggyCares Hi, not at all connected to Swiggy in any capacity, not sure why you’ve tagged me",1173490445583667200#,Mon Sep 16 06:54:59 +0000 2019
"SWIGGY SUCKS Again!!!!!!
We ordered tawa roti..and we got dry..roti without butter..and they charge 8rs per Roti.. how pathetic and unbearable...pls..do the needful and refund our amount https://t.co/71dBHImmuF",1173490321809756160#,Mon Sep 16 06:54:29 +0000 2019
Apparently no call was made as there is nothing in logs or missed call alerts ! @SwiggyCares @swiggy_in @harshamjty https://t.co/7AZIlv8c0C,1173490277530533888#,Mon Sep 16 06:54:19 +0000 2019
"To summarise, the food delivery apps are deceiving their customers by charging more. Since this is an unethical practice &amp; can affect thousands of users, I decided to post this incident online &amp; request you to kindly take necessary action in this regard. @swiggycheats @swiggy_in",1173489731612467201#,Mon Sep 16 06:52:09 +0000 2019
"I recently visited the restaurant and ordered what I normally order through Swiggy. Much to my shock, I noticed that the actual price of the food item is Rs 239. The same food item on swiggy’s menu is priced at Rs 478 and they are offering 50% discount on it.",1173489708246003713#,Mon Sep 16 06:52:03 +0000 2019
The practice of Swiggy listing increased prices caught my attention when I recently ordered food from Chicago Pizza. Swiggy is currently offering 50% discount on food items from Chicago Pizza. The prices on Swiggy’s menu are double the actual price listed on the dine-in menu.,1173489706538942464#,Mon Sep 16 06:52:03 +0000 2019
"@fssaiindia Through my post, I would like to highlight the fraudulent practices adopted by food delivery apps like Swiggy, Zomato etc. They are desperate to increase their earnings and hence are resorting to unethical practice of hiking food prices compared to the dine-in prices.",1173489704651505665#,Mon Sep 16 06:52:02 +0000 2019
"@swiggy_in cost cutting?
received @ZomatoIN branded food when i ordered with swiggy ;-) https://t.co/nZsUxTlfDT",1173489244708302848#,Mon Sep 16 06:50:12 +0000 2019
"@swiggy_in @SwiggyCares 
Order # 51460540373
Delivery executive couldn't deliver the order, so requested to reach out swiggy help and cancel the order.

Comments on cancellation says, customer not available and charged extra for wastage of food. 

Please help !!!!",1173489213112602625#,Mon Sep 16 06:50:05 +0000 2019
@americai English pesi?? Swiggy and Zomato la delivery personnel a serratha??,1173488854042468352#,Mon Sep 16 06:48:39 +0000 2019
"Think before ordering and making your order pre-paid just like we think before giving 10 rupees to a begger.

Worst customer care experience @swiggy_in",1173488684277960704#,Mon Sep 16 06:47:59 +0000 2019
"Yes I got a solution from swiggy

They provide me compensation amount

Thank you",1173488615260741632#,Mon Sep 16 06:47:42 +0000 2019
"Dear @swiggy_in
@SwiggyCares 
have not order any food since long because I don't have money to order. Request to refund immediately. So I can eat. https://t.co/DTnAS48nBz",1173488603776745472#,Mon Sep 16 06:47:40 +0000 2019
"@TBC_Cares Yes I got a solution from swiggy

They provide me compensation amount

Thank you",1173488536726589441#,Mon Sep 16 06:47:24 +0000 2019
"@TBC_Cares Yes I got a solution from swiggy

And they provide compensation amount also

Thank you keep it up",1173488254735155200#,Mon Sep 16 06:46:16 +0000 2019
"@swiggy_in @SwiggyCares Hey guys, what’s the problem with your app lately? Keep on getting connection error message, while all other food delivery apps seem to be working fine - this has been happening particularly since I subscribed to SwiggySuper https://t.co/amwaoHiVm6",1173487710239174658#,Mon Sep 16 06:44:07 +0000 2019
"RT @Game__Changer__: గ్రామ వాలంటీర్ -కొరియర్ సర్వీస్ అని చులకన భావం గా చెప్పిన పవన్కళ్యాణ్

ఇటు గ్రామ వాలంటీర్స్ గా చేసేవాళ్ళని. DTDC లాంటి…",1173487550482153474#,Mon Sep 16 06:43:29 +0000 2019
Any dessert ordered at 50% off on @swiggy_in with coupon code SWIGGY50. 🙂. Unlike the heavy tax and restaurant charges on @ZomatoIN. https://t.co/riToVG7Cfx,1173487344399216640#,Mon Sep 16 06:42:39 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173487013858705408#,Mon Sep 16 06:41:21 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173486900755226624#,Mon Sep 16 06:40:54 +0000 2019
@ZomatoIN Anything From Swiggy !,1173486684115046400#,Mon Sep 16 06:40:02 +0000 2019
"@anaggh From La Folie, Bandra, usually through Swiggy. I finish a loaf in about 4 days and usually make a French toast on the last day. It comes alive the moment you put it in the toaster/ griller. I buy the sourdough plain or the wholewheat multigrain.",1173486247005736960#,Mon Sep 16 06:38:18 +0000 2019
@dhempe Oh God. So expensive though. 140 at Dunzo vs 209 at Swiggy Go,1173485966037663745#,Mon Sep 16 06:37:11 +0000 2019
"@Yunus_Mulla @blrcitytraffic @btppubliceye Dear @swiggy_in please educate your employees about the importance of traffic sense
#swiggy #zomato @ZomatoIN",1173485569420099591#,Mon Sep 16 06:35:36 +0000 2019
Good effort from #FoodJunction at #Jodhpur by not using polythin for delivering food. Hope @Zomato @UberEats @swiggy_in encourage the same. #PlasticFreeIndia @narendramodi https://t.co/R10DJ3nKha,1173485390902087680#,Mon Sep 16 06:34:54 +0000 2019
@bechainaatma69 Bhai swiggy or zomato,1173485352666849280#,Mon Sep 16 06:34:45 +0000 2019
@monikamanchanda @DunzoIt try swiggy go,1173485068867653632#,Mon Sep 16 06:33:37 +0000 2019
RT @swiggy_in: Half the bill is on us! Order on Swiggy and enjoy 50% off on your first order.#WhatADelivery Max. discount: ₹100. TCA.,1173484705804693504#,Mon Sep 16 06:32:10 +0000 2019
"Just scoop it up!
Order online from Gopal's56!
Zomato - https://t.co/aX2XzkLyOc
Swiggy - https://t.co/HMmaKQ9SOl

Experience the scrumptious taste of delectable ice creams with your family and friends.

#gopals56 #rdc #icecream https://t.co/9kZGBMYOCL",1173484296239104000#,Mon Sep 16 06:30:33 +0000 2019
@swiggy_in after watching this photo in the internet you just impressed me so much that even if your food cost a bit more than others I will be the most delighted to order from you. Please continue to give them a helping hand. https://t.co/y0kku62QfS,1173483801592266752#,Mon Sep 16 06:28:35 +0000 2019
"A childbirth is called delivery, but would the word takeout be a rather apt word? @ZomatoIN @swiggy_in",1173482849548161024#,Mon Sep 16 06:24:48 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173482782909009920#,Mon Sep 16 06:24:32 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173482455770091521#,Mon Sep 16 06:23:14 +0000 2019
"@ZeeNewsHindi @PChidambaram_IN @ZomatoIN @swiggy_in 
 ye raju pata kar to...ye sala zomato,swiggy wale jail me bhi cake delivery karte he kya ? https://t.co/a00fjoeYR3",1173482387226992640#,Mon Sep 16 06:22:58 +0000 2019
"@swiggy_in why swiggy delivery in not there in Jorhat, Assam? @Zomato is thr",1173482310630379522#,Mon Sep 16 06:22:39 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173481949488242688#,Mon Sep 16 06:21:13 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173481888746393600#,Mon Sep 16 06:20:59 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173481657111703552#,Mon Sep 16 06:20:03 +0000 2019
"@swiggy_in @SwiggyCares @harshamjty its been ages now that i have waited for callback, sad :( 

Another concern, Seems you guys are just trying to loot customers by showing wrong information @JagoGrahakJago_  @jagograhakjago https://t.co/2qk4Ukw4y7 https://t.co/38ra4QnTN8",1173481488152551424#,Mon Sep 16 06:19:23 +0000 2019
"Order Soon On Zomato
Contact us:-9654247215
Order On Swiggy.
We also do outdoor catering.
#swiggy #food #delicious #tasty #foodie #delivery #like #catering #Delhi. https://t.co/wy02BWVOIU",1173481112389111809#,Mon Sep 16 06:17:54 +0000 2019
"@SwiggyCares 

Where is my order

Swiggy is a waste and worrest company https://t.co/fpuH4LKkRr",1173480197703622656#,Mon Sep 16 06:14:15 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173480168511307776#,Mon Sep 16 06:14:09 +0000 2019
RT @DearthOfSid: Swiggy having some fun at the expense of Nirmala ma'am 😂 https://t.co/SBeZFqlsOK,1173479982577807360#,Mon Sep 16 06:13:24 +0000 2019
"Speed limit system should fit in all the Heavy Vehicles like #Watertankers, #Truck and #OLA, #UBER #Fooddelivery #PublicTransport #Swiggy #Zomato inside the city especially. @blrcitytraffic @BlrCityPolice @chennaipo
@CCTPolice_Alert it will help to save more life from accident.",1173479271488086016#,Mon Sep 16 06:10:35 +0000 2019
"RT @dna: Delivery apps like Swiggy will boost food processing: Balram Singh Yadav

https://t.co/ksTcj4ExIX",1173479053912870912#,Mon Sep 16 06:09:43 +0000 2019
"RT @jackerhack: Swiggy doesn't deliver from Lavonne in Domlur, so I usually send Dunzo. Swiggy now has a competing service called Go, so I…",1173478765764046848#,Mon Sep 16 06:08:34 +0000 2019
"@swiggy_in Swiggy is a cheater! I did not recv part of my order and swiggy is not ready to refund d amount. Customer care is automated n useless @SwiggyCares 
ordr number #51462228563",1173478177106083840#,Mon Sep 16 06:06:14 +0000 2019
"RT @jackerhack: Swiggy doesn't deliver from Lavonne in Domlur, so I usually send Dunzo. Swiggy now has a competing service called Go, so I…",1173477679774883841#,Mon Sep 16 06:04:15 +0000 2019
"RT @jackerhack: Swiggy doesn't deliver from Lavonne in Domlur, so I usually send Dunzo. Swiggy now has a competing service called Go, so I…",1173477542545616897#,Mon Sep 16 06:03:42 +0000 2019
"RT @dna: Delivery apps like Swiggy will boost food processing: Balram Singh Yadav

https://t.co/ksTcj4ExIX",1173477180677844992#,Mon Sep 16 06:02:16 +0000 2019
"RT @jackerhack: Swiggy doesn't deliver from Lavonne in Domlur, so I usually send Dunzo. Swiggy now has a competing service called Go, so I…",1173476793761718274#,Mon Sep 16 06:00:44 +0000 2019
"Delivery apps like Swiggy will boost food processing: Balram Singh Yadav

https://t.co/ksTcj4ExIX",1173476610357567489#,Mon Sep 16 06:00:00 +0000 2019
"@swiggy_in Hi, Why I am getting other people's food invoice on my mail id? 

Please kindly do not spam my mail box.",1173476137265033216#,Mon Sep 16 05:58:07 +0000 2019
"RT @Game__Changer__: గ్రామ వాలంటీర్ -కొరియర్ సర్వీస్ అని చులకన భావం గా చెప్పిన పవన్కళ్యాణ్

ఇటు గ్రామ వాలంటీర్స్ గా చేసేవాళ్ళని. DTDC లాంటి…",1173476060106674176#,Mon Sep 16 05:57:49 +0000 2019
Although the issue was resolved by @SwiggyCares @swiggy_in. All thanks to them for their prompt action. You guys need to work on your mobile application. Most of the time I have struggled to make transaction with your Netbanking and UPI Portal.,1173476037298012160#,Mon Sep 16 05:57:44 +0000 2019
"@jigs_raval1990 Hey Jignesh, we are actually sorry to hear that but guess what Swiggy serves the best of healthy choices that suits appetite. Its not just healthy but can match your cravings so what's stopping you, just Swiggy it.

 ^Prateek",1173475731294150658#,Mon Sep 16 05:56:31 +0000 2019
"RT @Game__Changer__: గ్రామ వాలంటీర్ -కొరియర్ సర్వీస్ అని చులకన భావం గా చెప్పిన పవన్కళ్యాణ్

ఇటు గ్రామ వాలంటీర్స్ గా చేసేవాళ్ళని. DTDC లాంటి…",1173474842131091456#,Mon Sep 16 05:52:59 +0000 2019
"Hey @Chaayos @swiggy_in
What's with 50 bucks restaurant charges on an order value of 250?",1173474616968245248#,Mon Sep 16 05:52:05 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173474563285340161#,Mon Sep 16 05:51:52 +0000 2019
@vishalgondal @TheVijayMallya @prasanto @swiggy_in 😂LoL,1173474288449384448#,Mon Sep 16 05:50:47 +0000 2019
"100% Plastic Free Bottle 
NonToxic certified bottle 
#purakikiindia #amazon #swirlbottle #firstcry #plasticfree #lifestyleblogger #bollywood #cutebabies #cricket #toddler #cycling #hopscotch #gym #sports #ola #uber #swiggy #Zomato https://t.co/8nGg3BnG8A",1173473570657193984#,Mon Sep 16 05:47:55 +0000 2019
"RT @Game__Changer__: గ్రామ వాలంటీర్ -కొరియర్ సర్వీస్ అని చులకన భావం గా చెప్పిన పవన్కళ్యాణ్

ఇటు గ్రామ వాలంటీర్స్ గా చేసేవాళ్ళని. DTDC లాంటి…",1173473162077409280#,Mon Sep 16 05:46:18 +0000 2019
"RT @Game__Changer__: గ్రామ వాలంటీర్ -కొరియర్ సర్వీస్ అని చులకన భావం గా చెప్పిన పవన్కళ్యాణ్

ఇటు గ్రామ వాలంటీర్స్ గా చేసేవాళ్ళని. DTDC లాంటి…",1173471553482215425#,Mon Sep 16 05:39:55 +0000 2019
"I have stomach infection but feeling hungry, should I open your app?
@ZomatoIN @swiggy_in @UberEats",1173471536637808647#,Mon Sep 16 05:39:51 +0000 2019
"For the love of Chocolate Sandwich! #DarkChocoCheeseGrilledSandwich at #SandwichSquare

Now at Kellys, Villivakkam, Avadi, Ambattur, DC Towers-Anna Nagar.

Order online at @swiggy_in

#EatLoveShare #ChocolateSandwich https://t.co/HlgT1hCgo5",1173470521867980800#,Mon Sep 16 05:35:49 +0000 2019
@swiggy_in  @SwiggyCares  why GST is charged on discount part?? https://t.co/4Lh4SrNmFa,1173469907008159744#,Mon Sep 16 05:33:22 +0000 2019
"@suhel04 Got your DM, meet you there.

^Jeffrey",1173469613369282560#,Mon Sep 16 05:32:12 +0000 2019
"@jackerhack That disagreement about being listed in the main food app could possibly be due to the store not giving enough margin to Swiggy food delivery, and hence they are okay to blacklist them even Go!!",1173469108417048576#,Mon Sep 16 05:30:12 +0000 2019
@swiggy_in what pathetic service ... I didn’t receive my food .. but app says food got delivered ... even delivery is guy not reachable..order no 51683834331...,1173468646976282624#,Mon Sep 16 05:28:22 +0000 2019
"RT @swiggy_in: Whether it’s snack time, lunchtime or midnight hunger pangs, just order your favourites on Swiggy and we’ll be there!",1173468486384812033#,Mon Sep 16 05:27:43 +0000 2019
"@graciousgarg It's a courier service. I pay the commission, not the store.

Despite this, Swiggy refused to accept the order, likely because the store has a disagreement about being listed in the main food app and that disagreement has carried over to the new business.",1173467967457091584#,Mon Sep 16 05:25:40 +0000 2019
"@zomatocare The order was ordered yesterday and you assholes are getting this checked today?

Worst chat support and online support 

@swiggy_in is better",1173467758790447104#,Mon Sep 16 05:24:50 +0000 2019
We from #thefeastboxsector135noida are proud to share that we have been rated as maintaining world class hygiene standards in our food preparations and packaging by both #Zomato and #swiggy . https://t.co/YDiAlBbceg,1173467725189877762#,Mon Sep 16 05:24:42 +0000 2019
@rajeshmanpat @swiggy_in @fssaiindia Oops welcome to the dark kitchens @swiggy_in,1173467103216590848#,Mon Sep 16 05:22:14 +0000 2019
@BeMyHealth Take inspiration from @dominos .    @Zomato @swiggy_in must have delivered 10 times to your waiting clients 😊,1173466985935491072#,Mon Sep 16 05:21:46 +0000 2019
@pinaaksmith @swiggy_in It's 79 plus 79 🙄 fir discount apply hua hai.,1173466907728465920#,Mon Sep 16 05:21:27 +0000 2019
"@TheRestlessQuil It is, and I didn't actually need anything. Wanted to test if they'd deliver from there since it's not in the main food app. Would Swiggy allow a disagreement in an existing business jeopardise their new business that competes with Dunzo? Yes indeed.",1173466503888297984#,Mon Sep 16 05:19:51 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173466046973374464#,Mon Sep 16 05:18:02 +0000 2019
"@swiggy_in  @SwiggyCares 
My id 9571947104
I ordered but split issue like that chatani split into all samosa and brade pakoda. I attached some pictures. You tell me how to eat this food. I lost my whole money. Please help me https://t.co/UL2qKb1CWH",1173465976597123072#,Mon Sep 16 05:17:45 +0000 2019
"RT @jackerhack: Swiggy doesn't deliver from Lavonne in Domlur, so I usually send Dunzo. Swiggy now has a competing service called Go, so I…",1173465424907816960#,Mon Sep 16 05:15:33 +0000 2019
"RT @jackerhack: Swiggy doesn't deliver from Lavonne in Domlur, so I usually send Dunzo. Swiggy now has a competing service called Go, so I…",1173465207642869762#,Mon Sep 16 05:14:42 +0000 2019
RT @sentamizhgirl: Lol Swiggy 😂 https://t.co/svyyPVWHG2,1173464839949209600#,Mon Sep 16 05:13:14 +0000 2019
"RT @jackerhack: Swiggy doesn't deliver from Lavonne in Domlur, so I usually send Dunzo. Swiggy now has a competing service called Go, so I…",1173464718763102209#,Mon Sep 16 05:12:45 +0000 2019
"So @ZomatoIN has a @Twitter page just for show and doesn't even bother replying to its customers for failed delivery orders.

@swiggy_in &gt; Zomato anyday!",1173463992200617984#,Mon Sep 16 05:09:52 +0000 2019
"RT @Game__Changer__: గ్రామ వాలంటీర్ -కొరియర్ సర్వీస్ అని చులకన భావం గా చెప్పిన పవన్కళ్యాణ్

ఇటు గ్రామ వాలంటీర్స్ గా చేసేవాళ్ళని. DTDC లాంటి…",1173463063795654657#,Mon Sep 16 05:06:10 +0000 2019
@SwiggyCares @jek_bhai lagta hai swiggy ko pta chal gaya hai ki unki service ab bhaar me jaane wali h,1173463045097439232#,Mon Sep 16 05:06:06 +0000 2019
@KartiPC @PChidambaram_IN @ANI @ndtv @IndiaToday @CNNnews18 @timesofindia @EconomicTimes @TimesNow @NewsX @the_hindu @IndianExpress @SunTV @PTTVOnlineNews @HindustanTimes @aajtak @dinathanthi @INCIndia @INCTamilNadu Happy bday Chiddu ji ! Wanted to order idli sambhar as gift fr u frm swiggy but they informed they dnt deliver to Tihar. Hope and pray tht cmng years u celebrate this day tog with ur son same place.. Pls hamare wishes ko bhi saath bejna..,1173462909558693888#,Mon Sep 16 05:05:34 +0000 2019
@Kartike69551716 we currently do not support Swiggy. Your feedback will be shared with the concerned team and taken up for a discussion. We appreciate your taking the time in sharing this feedback with us. Feel free to reach out to us for any help that you might need. Thanks.,1173462857998094342#,Mon Sep 16 05:05:21 +0000 2019
So #Zomato enters the OTT foray with a twist. Launching 18 new original content on its app with a new feature called Zomato Videos starting today! #OTT Let’s see how #Swiggy and #UberEats respond to this. I am assuming this is to increase consumer stickiness on their app!,1173462471480418304#,Mon Sep 16 05:03:49 +0000 2019
"@swiggy_in 
Best pic of the day !
#swiggy https://t.co/OdekZTxJOl",1173460689412714496#,Mon Sep 16 04:56:44 +0000 2019
"@SwiggyCares 51637561059

Food was a ttl waste, smelly and stale...I ask it 2 b retrnd/replcd, bt Swiggy refusd. I askd 4 a full refund....Swiggy only gv a coupon worth 200. Bt I spnt 418. 

Y shud I bear any loss here?

Jst take ur damn coupon bck. I wnt my 418 rupees refunded to my account.",1173460138935476224#,Mon Sep 16 04:54:33 +0000 2019
Cheeky @swiggy_in https://t.co/kx5PdbwavH,1173460037043281920#,Mon Sep 16 04:54:09 +0000 2019
@PChidambaram_IN Happy bday Chiddu ji ! Wanted to order idli sambhar as gift fr u frm swiggy but they informed they dnt deliver to Tihar. Hope and pray tht cmng years u celebrate this day tog with ur son same place.. Best wishes..,1173459657215504384#,Mon Sep 16 04:52:38 +0000 2019
@swiggy_in I have ordered pizza from domino's on 12 September 2019 still not received your delivery boy is on moon ??? https://t.co/aXAix5dx1R,1173458837535252480#,Mon Sep 16 04:49:23 +0000 2019
@SwiggyCares Apka bhi bahut bahut Shukriya ki aapane reply Kiya but main yah kahana chahunga ki yah packing Mere samne hui thi aur vahan per swiggy ki tips bhi thi,1173458288198979584#,Mon Sep 16 04:47:12 +0000 2019
"@Eeswara5 Hi Eeswara, Yes! You can order at Swiggy via PAYBACK and earn points on each transaction.",1173458153725280256#,Mon Sep 16 04:46:40 +0000 2019
"RT @Qamar07: SWIGGY ने 568, और ZOMATO ने 837 कर्मचारियों को पूरे सम्मान के साथ फिर वही कहा जो पहले कहा था
""निकल पहली फुर्सत में निकल""🤔🤔🤔",1173457900183805953#,Mon Sep 16 04:45:39 +0000 2019
"RT @VinayDokania: After seditious  #Zomato, Even Anti National #Swiggy has started trolling The Feku Sarkar.
Feeling bad for #NirmalaSithar…",1173457452588625920#,Mon Sep 16 04:43:53 +0000 2019
"@swiggy_in if one is ordering breakfast from your service atleast deliver it warm, let alone hot. 
Is this the quality of service you strive to offer?",1173457301774028800#,Mon Sep 16 04:43:17 +0000 2019
Hey swiggy when I added a restaurant as favorite those should display at top of all. When you will modify these small issues in Android app. @swiggy_in @SwiggyCares,1173457147499175936#,Mon Sep 16 04:42:40 +0000 2019
"@swiggy_in 
@SwiggyCares 
@ZomatoIN 
Swiggy kbse zometo ki mkt krne lg gya
Order swiggy ka or Packing Zometo ki
Good https://t.co/wyX65G0ch1",1173457071875997697#,Mon Sep 16 04:42:22 +0000 2019
"RT @VinayDokania: After seditious  #Zomato, Even Anti National #Swiggy has started trolling The Feku Sarkar.
Feeling bad for #NirmalaSithar…",1173456280360386560#,Mon Sep 16 04:39:13 +0000 2019
"RT @RoflGandhi_: Finance minister "" The automobile sector is going down because millennials don't want to buy cars ""

*Meanwhile millennial…",1173456003859222528#,Mon Sep 16 04:38:07 +0000 2019
"@SwiggyCares First smelly, stale food was sent, I asked it to be returned/taken back and refunded....after waiting for 1.5 hours I was told only a coupon is available and Swiggy cant refund my money, Pathetic customer service and policies! Customer Harassment!",1173455974880829440#,Mon Sep 16 04:38:00 +0000 2019
"@swiggy_in First, smelly, stale food was sent, I asked it to be returned/taken back and refunded....after waiting for 1.5 hours I was told only a coupon is available and Swiggy cant refund my money, Pathetic customer service and policies! Customer Harassment!",1173455887341506561#,Mon Sep 16 04:37:39 +0000 2019
"RT @swiggy_in: Whatever your taste, we've got the menu. Hop on to Swiggy for the finest restaurants in town. #WhatADelivery",1173455310788407296#,Mon Sep 16 04:35:22 +0000 2019
"@KANTRAMANSINGH @deepigoyal @NRAI_India Zomato, Swiggy, Dineout, Easydiners should open Restaurants immediately, offer Deep Discounts only then they shall realise Restaurants losses concerns, ban Deep Discounts, Save Restaurants",1173455036359143425#,Mon Sep 16 04:34:17 +0000 2019
"@swiggy_in is this your express delivery, restaurant shows before order that within 30 min. And after 32 min still showing 19 min more https://t.co/jn4IzZHnMt",1173455028100534272#,Mon Sep 16 04:34:15 +0000 2019
@Techglares Awesome.. n try kadiri narasimha restaurant in swiggy same items n 40 % off kuda undi in tirupati..🙂,1173454723577348096#,Mon Sep 16 04:33:02 +0000 2019
RT @lightspeedee: Day 2 of #EE2019 upped the ante as our Finalists received pearls of wisdom – and much inspiration – from Double Bill Mast…,1173454387332599808#,Mon Sep 16 04:31:42 +0000 2019
@SwiggyCares @swiggy_in @WeAreSwiggy Shame on your service standards. Your chat service is the worst because they make you wait for a long time and let you know that the service may not be possible. Your tele service executives don't know what Customer service is.,1173452801822707717#,Mon Sep 16 04:25:24 +0000 2019
@swiggy_in Shame on your service standards. Your chat service is the worst because they make you wait for a long time and let you know that the service may not be possible. Your tele service executives don't know what Customer service is.,1173452651272425472#,Mon Sep 16 04:24:48 +0000 2019
"RT @seth_vineet: @swiggy_in hey somebody is using my maid I’d sethsons@gmail.com is bieng used by some VISHAL 
this is not me please delet…",1173452141186281473#,Mon Sep 16 04:22:46 +0000 2019
"@swiggy_in hey somebody is using my maid I’d sethsons@gmail.com is bieng used by some VISHAL 
this is not me please delet this account",1173452000924598272#,Mon Sep 16 04:22:13 +0000 2019
RT @ngrjdr: @swiggy_in so generous of you. https://t.co/scgKWSGLyt,1173451699840638976#,Mon Sep 16 04:21:01 +0000 2019
"Hot Deal 25% cashback up to Rs 200 on Swiggy with Citi Cards

 Offer is valid only on use of Promo code: CITIFOODIE

Full TnC : https://t.co/CHW0qjAGCD",1173451104614354944#,Mon Sep 16 04:18:39 +0000 2019
@thatSaneKid @swiggy_in 😂😂😂😂😂😂Itne despo,1173450559065485312#,Mon Sep 16 04:16:29 +0000 2019
@govindvkabade We are still yet to launch. But will be available on Swiggy and Zomato :),1173449855764533248#,Mon Sep 16 04:13:41 +0000 2019
@swiggy_in Wicked Deliveries...,1173448098510585856#,Mon Sep 16 04:06:42 +0000 2019
"Listen to @SUBWAY, don't use toilet @swiggy_in boys. https://t.co/LJv1voITEs",1173444411335872512#,Mon Sep 16 03:52:03 +0000 2019
@SwiggyCares Haha 😂😂... You were supposed to call me with my full refund details.. Still no call even though the manager on the call said you will receive a call within 24 hours. @swiggy_in,1173444200496390144#,Mon Sep 16 03:51:13 +0000 2019
@ConsumrConxion @swiggy_in  HAS NOT REFUNDED MY AMOUNT FOR ORDER THAT HEY HAVE CANCELLED ON 16 TH JUNE MY ORDER ID IS ORDER #43757702653 no action is being taken on this matter they are just sharing arn number but my bank is denying any such refund,1173442798940352512#,Mon Sep 16 03:45:39 +0000 2019
Swiggy’s bot is losing it. https://t.co/vY8qeFUJsw,1173442772684034048#,Mon Sep 16 03:45:33 +0000 2019
@swiggy_in Your services aren't available in my town yet..#574104,1173442555351986176#,Mon Sep 16 03:44:41 +0000 2019
